BearID,year,reprostatus.represent,C13.suess,N15,AnnualMean.13C,
W0825,2008,SolitaryF,-23.364,3.85,,
W0012,2008,SolitaryM,-23.214,6.56,,
W0013,2008,SolitaryM,-22.814,5.36,,
W0101,2008,SolitaryM,-23.334,5,,
W0108,2008,SolitaryM,-23.014,4.75,,
W0228,2008,SolitaryM,-23.674,4.63,,
W0612,2008,SolitaryM,-22.914,4.41,,
W0625,2008,SolitaryM,-23.164,5,,
W0718,2008,SolitaryM,-23.354,5.4,,
W0718,2008,SolitaryM,-23.534,4.98,,
W0802,2008,SolitaryM,-23.394,5.27,,
W0805,2008,SolitaryM,-23.344,5.91,,
W0824,2008,SolitaryM,-23.394,4.2,,
W0827,2008,SolitaryM,-23.314,5.14,,
W0915,2008,SolitaryM,-23.024,7.04,,
W0916,2008,SolitaryM,-23.504,4.69,,
W0917,2008,SolitaryM,-23.524,5.35,,
W9301,2008,SolitaryM,-23.234,4.82,,
W0107,2008,WithCubs,-22.874,4.45,,
W0229,2008,WithCubs,-22.864,4.3,,
W0231,2008,WithCubs,-22.894,4.86,,
W9308,2008,WithCubs,-22.924,4.08,,
W9403,2008,WithCubs,-23.294,4.08,,
W9615,2008,WithCubs,-22.964,4.36,,
W9914,2008,WithCubs,-23.024,4.43,,
W0808,2008,WithMother,-22.794,4.39,,
W0809,2008,WithMother,-22.754,4.75,,
W0810,2008,WithMother,-22.874,4.06,,
W0811,2008,WithMother,-22.864,3.96,,
W0812,2008,WithMother,-22.954,3.9,,
W0901,2008,WithMother,-23.314,5.3,,
W0902,2008,WithMother,-22.934,5.64,,
W0903,2008,WithMother,-23.224,4.64,,
W0904,2008,WithMother,-23.234,4.69,,
W0905,2008,WithMother,-23.034,5.21,,
W0906,2008,WithMother,-22.914,5.02,,
W0907,2008,WithMother,-23.734,5.04,,
W0908,2008,WithMother,-23.774,4.43,,
W0909,2008,WithMother,-23.794,4.89,,
W0910,2008,WithMother,-23.224,4.46,,
W0911,2008,WithMother,-23.454,4.72,,
W0912,2008,WithMother,-23.134,5.04,,
W0702,2009,NA,-23.192,4.41,,
W1018,2009,NA,-23.202,4.18,,
W0219,2009,SolitaryF,-23.742,4.9,,
W0504,2009,SolitaryF,-22.942,4.22,,
W0605,2009,SolitaryF,-23.062,4.69,,
W0610,2009,SolitaryF,-22.902,4.4,,
W0610,2009,SolitaryF,-23.252,4.31,,
W0611,2009,SolitaryF,-23.262,4.24,,
W0616,2009,SolitaryF,-22.972,4.5,,
W0622,2009,SolitaryF,-23.472,3.95,,
W0703,2009,SolitaryF,-22.972,4.79,,
W0706,2009,SolitaryF,-23.242,4.27,,
W0713,2009,SolitaryF,-23.072,4.74,,
W0806,2009,SolitaryF,-23.462,3.93,,
W0820,2009,SolitaryF,-22.892,4.1,,
W0013,2009,SolitaryM,-23.282,5.76,,
W0210,2009,SolitaryM,-23.142,4.37,,
W0424,2009,SolitaryM,-23.782,6.57,,
W0625,2009,SolitaryM,-23.412,5.41,,
W0718,2009,SolitaryM,-23.412,5.95,,
W0719,2009,SolitaryM,-23.442,5.67,,
W0802,2009,SolitaryM,-23.582,5.64,,
W0805,2009,SolitaryM,-23.192,6.07,,
W0810,2009,SolitaryM,-23.432,4.25,,
W0811,2009,SolitaryM,-23.212,4.29,,
W0812,2009,SolitaryM,-23.242,4.17,,
W0827,2009,SolitaryM,-23.452,5.8,,
W1001,2009,SolitaryM,-23.412,5.99,,
W1019,2009,SolitaryM,-23.852,5.62,,
W1020,2009,SolitaryM,-23.562,6.83,,
W9301,2009,SolitaryM,-23.012,6.18,,
W0104,2009,WithCubs,-23.022,4.8,,
W0237,2009,WithCubs,-22.872,3.49,,
W0716,2009,WithCubs,-23.442,3.94,,
W0826,2009,WithCubs,-22.792,4.11,,
W9403,2009,WithCubs,-23.192,4.52,,
W9814,2009,WithCubs,-23.162,4.16,,
W9903,2009,WithCubs,-22.812,4.27,,
W0901,2009,WithMother,-23.292,4.98,,
W0902,2009,WithMother,-23.292,5.33,,
W0903,2009,WithMother,-23.262,5.09,,
W0904,2009,WithMother,-23.102,4.57,,
W0907,2009,WithMother,-23.512,4.54,,
W0908,2009,WithMother,-23.632,4.55,,
W0909,2009,WithMother,-23.532,4.68,,
W1002,2009,WithMother,-23.512,4.55,,
W1003,2009,WithMother,-23.322,4.49,,
W1004,2009,WithMother,-23.572,4.6,,
W1005,2009,WithMother,-23.212,4.9,,
W1006,2009,WithMother,-23.252,4.82,,
W1007,2009,WithMother,-23.432,4.13,,
W1008,2009,WithMother,-23.412,4.42,,
W1009,2009,WithMother,-23.372,4.67,,
W1010,2009,WithMother,-22.942,4.41,,
W1011,2009,WithMother,-22.902,4.56,,
W1012,2009,WithMother,-23.302,4.46,,
W1013,2009,WithMother,-22.952,4.36,,
W1014,2009,WithMother,-23.382,4.74,,
W1015,2009,WithMother,-23.032,3.97,,
W1016,2009,WithMother,-23.042,4.38,,
W1017,2009,WithMother,-23.052,4.29,,
W0605,2010,SolitaryF,-22.8,4.74,,
W0610,2010,SolitaryF,-22.56,3.86,,
W0611,2010,SolitaryF,-22.5,4.63,,
W0621,2010,SolitaryF,-22.98,4.57,,
W0703,2010,SolitaryF,-23.08,4.81,,
W0806,2010,SolitaryF,-22.79,4.59,,
W0818,2010,SolitaryF,-22.37,4.03,,
W0820,2010,SolitaryF,-22.62,4.14,,
W0013,2010,SolitaryM,-22.73,6.46,,
W0625,2010,SolitaryM,-23.26,5.71,,
W0718,2010,SolitaryM,-23,6.72,,
W0719,2010,SolitaryM,-23.3,5.53,,
W0802,2010,SolitaryM,-23.59,7,,
W0805,2010,SolitaryM,-23.13,6.81,,
W0810,2010,SolitaryM,-23.79,6.17,,
W0811,2010,SolitaryM,-22.87,5.22,,
W0812,2010,SolitaryM,-22.97,5.01,,
W0824,2010,SolitaryM,-23.27,4.82,,
W0901,2010,SolitaryM,-23.44,5.09,,
W0902,2010,SolitaryM,-23.82,6.29,,
W0903,2010,SolitaryM,-23.3,4.96,,
W0910,2010,SolitaryM,-23.02,4.27,,
W1001,2010,SolitaryM,-23.3,6.32,,
W1019,2010,SolitaryM,-23.4,5.9,,
W1020,2010,SolitaryM,-24.01,5.91,,
W0217,2010,WithCubs,-23.18,4.5,,
W0219,2010,WithCubs,-23.48,4.58,,
W0303,2010,WithCubs,-22.4,4.62,,
W0326,2010,WithCubs,-22.78,4.4,,
W0425,2010,WithCubs,-23.04,4.18,,
W0517,2010,WithCubs,-22.28,4.26,,
W0623,2010,WithCubs,-23.33,4.4,,
W0720,2010,WithCubs,-22.98,4.65,,
W9615,2010,WithCubs,-22.37,4.61,,
W1005,2010,WithMother,-23.04,4.4,,
W1006,2010,WithMother,-23.09,4.5,,
W1101,2010,WithMother,-22.66,4.56,,
W1102,2010,WithMother,-22.62,4.74,,
W1103,2010,WithMother,-23.52,5.18,,
W1104,2010,WithMother,-22.62,4.7,,
W1105,2010,WithMother,-22.63,4.46,,
W1106,2010,WithMother,-22.6,4.66,,
W1107,2010,WithMother,-22.6,4.43,,
W1108,2010,WithMother,-22.87,4.54,,
W1109,2010,WithMother,-22.88,4.53,,
W1110,2010,WithMother,-22.84,4.51,,
W1111,2010,WithMother,-23.14,4.41,,
W1112,2010,WithMother,-23.35,4.94,,
W1113,2010,WithMother,-23.28,5,,
W1114,2010,WithMother,-23.37,4.08,,
W1202,2011,NA,-23.088,4.57,,
W1203,2011,NA,-22.818,4.62,,
W0605,2011,SolitaryF,-23.098,4.48,,
W0610,2011,SolitaryF,-22.888,4.81,,
W0611,2011,SolitaryF,-22.878,4.47,,
W0806,2011,SolitaryF,-22.928,4.49,,
W0818,2011,SolitaryF,-22.808,4.3,,
W0820,2011,SolitaryF,-23.108,4.26,,
W0825,2011,SolitaryF,-23.408,4.11,,
W0904,2011,SolitaryF,-22.958,4.99,,
W9403,2011,SolitaryF,-22.868,5.02,,
W9814,2011,SolitaryF,-22.848,5.55,,
W0625,2011,SolitaryM,-23.468,5.37,,
W0719,2011,SolitaryM,-23.338,5.82,,
W0805,2011,SolitaryM,-23.148,6.55,,
W0811,2011,SolitaryM,-23.528,4.88,,
W0812,2011,SolitaryM,-23.188,5.42,,
W0908,2011,SolitaryM,-23.468,5.26,,
W0910,2011,SolitaryM,-23.288,5.07,,
W1010,2011,SolitaryM,-23.078,5.05,,
W1019,2011,SolitaryM,-23.568,6.94,,
W1103,2011,SolitaryM,-22.998,4.86,,
W1201,2011,SolitaryM,-23.298,6.22,,
W1208,2011,SolitaryM,-23.948,5.71,,
W1320,2011,SolitaryM,-22.768,5.57,,
W0104,2011,WithCubs,-23.078,4.33,,
W0620,2011,WithCubs,-22.968,4.42,,
W0716,2011,WithCubs,-23.218,4.49,,
W1204,2011,WithMother,-23.878,5.57,,
W1205,2011,WithMother,-23.438,5.79,,
W1206,2011,WithMother,-23.338,5.47,,
W1207,2011,WithMother,-23.588,5.38,,
W1209,2011,WithMother,-23.848,5.44,,
W1313,2012,NA,-22.556,4.61,,
W1319,2012,NA,-22.636,4.93,,
W0610,2012,SolitaryF,-23.236,4.49,,
W0611,2012,SolitaryF,-22.746,5.51,,
W0620,2012,SolitaryF,-23.306,4.89,,
W0713,2012,SolitaryF,-23.116,5.17,,
W0806,2012,SolitaryF,-23.036,5.09,,
W0818,2012,SolitaryF,-22.896,4.31,,
W0825,2012,SolitaryF,-23.626,4.55,,
W1011,2012,SolitaryF,-22.986,5.02,,
W1017,2012,SolitaryF,-23.146,4.73,,
W1203,2012,SolitaryF,-22.966,4.42,,
W0625,2012,SolitaryM,-23.626,5.47,,
W0719,2012,SolitaryM,-23.606,6.9,,
W0805,2012,SolitaryM,-23.446,6.6,,
W0811,2012,SolitaryM,-23.666,5.24,,
W0812,2012,SolitaryM,-23.586,5.11,,
W0908,2012,SolitaryM,-23.446,4.83,,
W0910,2012,SolitaryM,-23.656,5.93,,
W1103,2012,SolitaryM,-23.156,4.35,,
W1210,2012,SolitaryM,-23.576,4.6,,
W1211,2012,SolitaryM,-23.436,6.09,,
W1312,2012,SolitaryM,-22.576,4.62,,
W1314,2012,SolitaryM,-22.596,4.8,,
W1318,2012,SolitaryM,-23.136,6.35,,
W0217,2012,WithCubs,-23.296,4.69,,
W0303,2012,WithCubs,-23.066,4.2,,
W0425,2012,WithCubs,-23.666,4.65,,
W0605,2012,WithCubs,-23.306,4.63,,
W0621,2012,WithCubs,-23.286,4.21,,
W9403,2012,WithCubs,-23.276,5.18,,
W9914,2012,WithCubs,-23.476,4.58,,
W1205,2012,WithMother,-23.516,4.99,,
W1206,2012,WithMother,-23.426,5.18,,
W1301,2012,WithMother,-23.696,5,,
W1302,2012,WithMother,-23.816,4.81,,
W1303,2012,WithMother,-23.356,5.46,,
W1304,2012,WithMother,-23.316,5.66,,
W1305,2012,WithMother,-23.206,4.8,,
W1306,2012,WithMother,-23.146,4.83,,
W1307,2012,WithMother,-23.646,4.99,,
W1308,2012,WithMother,-23.536,4.86,,
W1309,2012,WithMother,-22.296,5.3,,
W1310,2012,WithMother,-22.086,4.66,,
W1311,2012,WithMother,-22.306,5.01,,
W1315,2012,WithMother,-23.086,4.61,,
W1316,2012,WithMother,-23.196,4.52,,
W1317,2012,WithMother,-23.276,4.7,,
W1417,2013,NA,-23.324,4.65,,
W1418,2013,NA,-23.784,4.52,,
W1304,2013,SolitaryF,-23.744,4.75,,
W1303,2013,SolitaryF,-23.854,4.88,,
W1305,2013,SolitaryF,-23.814,4.31,,
W1110,2013,SolitaryF,-23.184,4.28,,
W1105,2013,SolitaryF,-23.034,4.78,,
W1205,2013,SolitaryF,-23.174,4.35,,
W1206,2013,SolitaryF,-23.174,4.45,,
W1011,2013,SolitaryF,-23.014,4.84,,
W1017,2013,SolitaryF,-23.344,4.61,,
W0610,2013,SolitaryF,-23.004,4.49,,
W0806,2013,SolitaryF,-23.244,4.16,,
W0818,2013,SolitaryF,-23.314,4.13,,
W0825,2013,SolitaryF,-23.604,4.35,,
W1203,2013,SolitaryF,-23.234,4.2,,
W0425,2013,SolitaryF,-23.284,4.48,,
W1317,2013,SolitaryM,-23.294,4.06,,
W1316,2013,SolitaryM,-23.454,3.79,,
W1204,2013,SolitaryM,-23.394,3.87,,
W1312,2013,SolitaryM,-23.374,6.17,,
W1210,2013,SolitaryM,-23.084,4.96,,
W1314,2013,SolitaryM,-23.994,4.88,,
W0908,2013,SolitaryM,-23.534,5.1,,
W0719,2013,SolitaryM,-23.514,6.53,,
W0910,2013,SolitaryM,-23.684,5.74,,
W1211,2013,SolitaryM,-23.714,6.52,,
W0625,2013,SolitaryM,-23.384,5.48,,
W1416,2013,SolitaryM,-23.994,6.42,,
W0217,2013,WithCubs,-23.294,4.55,,
W0517,2013,WithCubs,-23.224,4.15,,
W0605,2013,WithCubs,-23.114,4.51,,
W0620,2013,WithCubs,-23.294,4.72,,
W0623,2013,WithCubs,-23.394,3.34,,
W0706,2013,WithCubs,-22.964,4.42,,
W0716,2013,WithCubs,-23.584,4.2,,
W0720,2013,WithCubs,-23.094,4.27,,
W9903,2013,WithCubs,-23.134,3.97,,
W1301,2013,WithMother,-23.544,4.91,,
W1302,2013,WithMother,-23.574,4.88,,
W1307,2013,WithMother,-23.754,4.69,,
W1308,2013,WithMother,-23.694,4.63,,
W1401,2013,WithMother,-23.664,4.61,,
W1402,2013,WithMother,-23.644,4.73,,
W1403,2013,WithMother,-23.424,4.9,,
W1404,2013,WithMother,-23.424,4.95,,
W1405,2013,WithMother,-23.354,5.58,,
W1406,2013,WithMother,-23.404,5.51,,
W1407,2013,WithMother,-23.684,5.14,,
W1408,2013,WithMother,-23.714,5.73,,
W1409,2013,WithMother,-23.834,5.5,,
W1410,2013,WithMother,-23.224,5.03,,
W1411,2013,WithMother,-23.464,5.16,,
W1412,2013,WithMother,-23.784,4.3,,
W1413,2013,WithMother,-23.504,5.11,,
W1414,2013,WithMother,-23.444,4.86,,
W1415,2013,WithMother,-23.824,5.23,,
W1110,2014,SolitaryF,-23.212,4.67,,
W1205,2014,SolitaryF,-23.552,5.42,,
W1206,2014,SolitaryF,-23.882,5.66,,
W0104,2014,WithCubs,-23.322,4.15,,
W0620,2014,WithCubs,-23.352,4.85,,
W0713,2014,WithCubs,-23.302,4.68,,
W0720,2014,WithCubs,-23.102,4.48,,
W0219,2015,NA,-24.07,4.9,,
W0716,2015,SolitaryF,-23.11,4.09,,
W0818,2015,SolitaryF,-21.17,4.38,,
W1110,2015,SolitaryF,-23.42,4.94,,
W1206,2015,SolitaryF,-24.13,6.15,,
W1209,2015,SolitaryF,-23.36,4.56,,
W1304,2015,SolitaryF,-23.43,4.75,,
W1305,2015,SolitaryF,-23.2,4.83,,
W1408,2015,SolitaryF,-23.77,6.09,,
W1505,2015,SolitaryF,-23.43,4.6,,
W0104,2015,WithCubs,-23.49,4.4,,
W0605,2015,WithCubs,-23.66,4.49,,
W0621,2015,WithCubs,-23.23,4.42,,
W0623,2015,WithCubs,-23.74,3.91,,
W0706,2015,WithCubs,-23.41,4.63,,
W1017,2015,WithCubs,-23.18,4.54,,
W1112,2015,WithCubs,-23.55,4.85,,
W1203,2015,WithCubs,-23.91,5.17,,
W1319,2015,WithCubs,-23.62,4.36,,
W1417,2015,WithCubs,-24.23,4.66,,
W1614,2015,WithMother,-23.59,4.73,,
W1509,2016,SolitaryF,-23.518,4.03,,
W1608,2016,SolitaryF,-22.268,3.51,,
W1304,2016,SolitaryF,-23.118,4.32,,
W1401,2016,SolitaryF,-23.328,3.95,,
W1512,2016,SolitaryF,-23.338,4.16,,
W1110,2016,SolitaryF,-22.958,4.2,,
W0818,2016,SolitaryF,-22.968,4.11,,
W0716,2016,SolitaryF,-23.248,4.36,,
W1610,2016,SolitaryM,-23.248,4.01,,
W1601,2016,SolitaryM,-22.998,3.68,,
W1404,2016,SolitaryM,-23.158,4.61,,
W1204,2016,SolitaryM,-23.878,5.2,,
W1416,2016,SolitaryM,-23.558,5.98,,
W0605,2016,WithCubs,-23.148,4.23,,
W0621,2016,WithCubs,-22.768,3.67,,
W0720,2016,WithCubs,-23.408,4.13,,
W1011,2016,WithCubs,-22.808,3.96,,
W1205,2016,WithCubs,-23.718,4.28,,
W1418,2016,WithCubs,-23.248,3.89,,
W1508,2016,WithCubs,-23.838,4.6,,
W9403,2016,WithCubs,-23.018,4.25,,
W1701,2016,WithMother,-23.628,4.94,,
W1702,2016,WithMother,-23.348,5.02,,
W1704,2016,WithMother,-23.298,5.15,,
W1705,2016,WithMother,-23.018,4.32,,
W1707,2016,WithMother,-23.428,4.87,,
W1708,2016,WithMother,-23.628,5.17,,
W1709,2016,WithMother,-23.428,4.73,,
W1710,2016,WithMother,-23.098,4.45,,
W1711,2016,WithMother,-23.198,4.25,,
W1712,2016,WithMother,-23.188,4.06,,
W1713,2016,WithMother,-23.318,3.9,,
W1714,2016,WithMother,-23.348,4.04,,
W1708,2017,SolitaryF,-23.796,4.4,,
W1608,2017,SolitaryF,-20.506,4.6,,
W1509,2017,SolitaryF,-23.356,3.89,,
W1512,2017,SolitaryF,-22.816,4.19,,
W1209,2017,SolitaryF,-23.476,4.64,,
W1801,2017,SolitaryM,-23.316,5.14,,
W0219,2017,WithCubs,-23.826,3.62,,
W0623,2017,WithCubs,-23.376,3.17,,
W0706,2017,WithCubs,-23.356,3.68,,
W0720,2017,WithCubs,-23.056,4.26,,
W1017,2017,WithCubs,-23.646,4.06,,
W1203,2017,WithCubs,-19.296,4.47,,
W1310,2017,WithCubs,-22.986,4.54,,
W1311,2017,WithCubs,-23.226,3.56,,
W1417,2017,WithCubs,-22.976,3.51,,
W1418,2017,WithCubs,-23.046,3.94,,
W1505,2017,WithCubs,-22.786,4.07,,
W9403,2017,WithCubs,-23.156,4.3,,
W1702,2017,WithMother,-23.386,4.22,,
W1703,2017,WithMother,-23.596,4.09,,
W1704,2017,WithMother,-22.996,3.99,,
W1705,2017,WithMother,-23.126,3.93,,
W1706,2017,WithMother,-23.226,3.96,,
W1707,2017,WithMother,-23.006,3.95,,
W1802,2017,WithMother,-23.846,5.01,,
W1803,2017,WithMother,-23.956,5.05,,
W1805,2017,WithMother,-23.286,4.46,,
W1806,2017,WithMother,-20.506,4.6,,
W1807,2017,WithMother,-20.186,4.4,,
W1808,2017,WithMother,-22.926,3.76,,
W1809,2017,WithMother,-22.826,3.57,,
W1810,2017,WithMother,-23.046,3.62,,
W1811,2017,WithMother,-23.156,3.67,,
W1812,2017,WithMother,-23.056,4.03,,
W1813,2017,WithMother,-23.056,3.96,,
W1814,2017,WithMother,-23.286,4.66,,
W1815,2017,WithMother,-23.456,4.93,,
W1816,2017,WithMother,-23.476,4.05,,
W1817,2017,WithMother,-23.476,4.02,,
W1818,2017,WithMother,-23.616,3.38,,
W1819,2017,WithMother,-23.456,3.4,,
W1820,2017,WithMother,-23.626,4.16,,
W1821,2017,WithMother,-23.466,3.73,,
W1822,2017,WithMother,-23.406,3.54,,
W1823,2017,WithMother,-23.476,3.29,,
W1901,2018,NA,-22.544,4.17,,
W1502,2018,NA,-22.554,5.15,,
W1903,2018,NA,-22.164,4.28,,
W1913,2018,NA,-22.954,3.58,,
W1815,2018,SolitaryF,-22.824,4.12,,
W1702,2018,SolitaryF,-22.624,4.48,,
W1701,2018,SolitaryF,-23.764,5.08,,
W1704,2018,SolitaryF,-22.744,3.77,,
W1304,2018,SolitaryF,-22.884,4.13,,
W1608,2018,SolitaryF,-21.684,4.17,,
W1512,2018,SolitaryF,-22.924,4.13,,
W1708,2018,SolitaryF,-23.084,4.66,,
W1604,2018,SolitaryF,-22.564,4.47,,
W1509,2018,SolitaryF,-23.124,4.54,,
W1209,2018,SolitaryF,-23.774,4.49,,
W1311,2018,SolitaryF,-23.194,5.15,,
W1310,2018,SolitaryF,-18.984,4.67,,
W1912,2018,SolitaryM,-23.194,3.96,,
W1908,2018,SolitaryM,-23.134,4.03,,
W1902,2018,SolitaryM,-23.244,4.02,,
W1904,2018,SolitaryM,-23.504,5.6,,
W0104,2018,WithCubs,-22.514,4.21,,
W0605,2018,WithCubs,-22.454,4.27,,
W0623,2018,WithCubs,-22.624,4.07,,
W0706,2018,WithCubs,-22.734,4.11,,
W1011,2018,WithCubs,-23.494,4.36,,
W1203,2018,WithCubs,-22.674,3.69,,
W1205,2018,WithCubs,-23.174,4.64,,
W1417,2018,WithCubs,-22.774,4.35,,
W1804,2018,WithMother,-22.864,4.24,,
W1805,2018,WithMother,-22.674,4.39,,
W1905,2018,WithMother,-22.784,4.5,,
W1906,2018,WithMother,-22.534,4.63,,
W1907,2018,WithMother,-22.904,4.55,,
W1909,2018,WithMother,-23.154,4.09,,
W1910,2018,WithMother,-22.554,4.69,,
W1911,2018,WithMother,-23.134,5.33,,
W2016,2019,NA,-21.882,4.65,,
W1502,2019,NA,-23.052,5.94,,
W2024,2019,NA,-22.812,5.24,,
W2019,2019,NA,-23.662,4.2,,
W1614,2019,NA,-23.512,3.78,,
W1911,2019,SolitaryF,-23.322,4.14,,
W1803,2019,SolitaryF,-23.882,4.31,,
W1815,2019,SolitaryF,-23.062,3.91,,
W1821,2019,SolitaryF,-23.062,3.52,,
W1702,2019,SolitaryF,-22.712,4.36,,
W1709,2019,SolitaryF,-23.282,4.61,,
W1823,2019,SolitaryF,-23.052,3.12,,
W1704,2019,SolitaryF,-22.612,3.85,,
W1701,2019,SolitaryF,-23.522,5.16,,
W1707,2019,SolitaryF,-22.792,4.15,,
W1708,2019,SolitaryF,-23.222,4.51,,
W1914,2019,SolitaryF,-22.392,4.71,,
W1901,2019,SolitaryF,-22.632,4.44,,
W1913,2019,SolitaryF,-22.722,4.37,,
W1903,2019,SolitaryF,-22.922,4.24,,
W1817,2019,SolitaryF,-23.902,4.82,,
W2028,2019,SolitaryM,-23.132,3.71,,
W2021,2019,SolitaryM,-22.722,5.28,,
W2008,2019,SolitaryM,-23.152,4.89,,
W2029,2019,SolitaryM,-22.872,4.12,,
W2003,2019,SolitaryM,-23.552,4.45,,
W2002,2019,SolitaryM,-23.182,4.36,,
W2020,2019,SolitaryM,-23.372,4.47,,
W1908,2019,SolitaryM,-21.172,5,,
W2027,2019,SolitaryM,-22.332,5.87,,
W1902,2019,SolitaryM,-23.292,5.39,,
W0605,2019,WithCubs,-22.542,4.53,,
W1203,2019,WithCubs,-22.752,4.08,,
W1205,2019,WithCubs,-23.062,5.3,,
W1304,2019,WithCubs,-23.022,4.01,,
W1310,2019,WithCubs,-22.822,4.6,,
W1311,2019,WithCubs,-22.572,4.68,,
W1319,2019,WithCubs,-22.862,3.63,,
W1417,2019,WithCubs,-22.772,3.92,,
W1418,2019,WithCubs,-23.142,6,,
W1505,2019,WithCubs,-23.542,4.68,,
W1609,2019,WithCubs,-22.992,3.91,,
W1906,2019,WithMother,-22.802,4.96,,
W1907,2019,WithMother,-22.622,4.5,,
W2004,2019,WithMother,-23.592,4.62,,
W2005,2019,WithMother,-23.442,4.9,,
W2006,2019,WithMother,-22.902,4.49,,
W2007,2019,WithMother,-23.052,4.81,,
W2009,2019,WithMother,-23.712,4.03,,
W2010,2019,WithMother,-22.512,4.58,,
W2012,2019,WithMother,-22.852,4.23,,
W2013,2019,WithMother,-22.922,3.72,,
W2014,2019,WithMother,-23.002,3.93,,
W2015,2019,WithMother,-22.912,4.07,,
W2017,2019,WithMother,-23.962,4.71,,
W2018,2019,WithMother,-22.442,3.45,,
W2022,2019,WithMother,-22.972,4.31,,
W2022,2019,WithMother,-22.972,4.31,,
W2023,2019,WithMother,-23.282,4.31,,
W2025,2019,WithMother,-23.162,4.64,,
W2026,2019,WithMother,-22.812,4.92,,
W2103,2020,NA,-22.98,4.12,,
W2113,2020,NA,-22.83,3.99,,
W2115,2020,NA,-22.91,4.03,,
W2012,2020,SolitaryF,-22.83,3.45,,
W1909,2020,SolitaryF,-22.97,3.8,,
W2026,2020,SolitaryF,-22.76,3.72,,
W2025,2020,SolitaryF,-22.98,3.76,,
W1806,2020,SolitaryF,-23.07,4.22,,
W1815,2020,SolitaryF,-23.28,4.73,,
W1911,2020,SolitaryF,-23.15,4.69,,
W1803,2020,SolitaryF,-23.9,4.9,,
W1813,2020,SolitaryF,-22.85,3.81,,
W1709,2020,SolitaryF,-22.94,4.66,,
W1819,2020,SolitaryF,-23.51,4.18,,
W1702,2020,SolitaryF,-23.07,4.67,,
W1707,2020,SolitaryF,-22.96,4.48,,
W1914,2020,SolitaryF,-23.35,5.08,,
W2019,2020,SolitaryF,-23.6,4.45,,
W1701,2020,SolitaryF,-23.7,5.69,,
W1708,2020,SolitaryF,-23.27,4.9,,
W2030,2020,SolitaryF,-22.99,4.08,,
W0605,2020,SolitaryF,-23.16,5.36,,
W1913,2020,SolitaryF,-23.06,4.21,,
W2018,2020,SolitaryM,-23.37,3.89,,
W2007,2020,SolitaryM,-23.11,4.37,,
W2004,2020,SolitaryM,-23.28,4.42,,
W2104,2020,SolitaryM,-23.49,4.5,,
W1908,2020,SolitaryM,-23.09,5.26,,
W2108,2020,SolitaryM,-23.62,4.92,,
W2102,2020,SolitaryM,-23.48,6.59,,
W2105,2020,SolitaryM,-23.62,8.69,,
W1203,2020,WithCubs,-23.12,4.17,,
W1319,2020,WithCubs,-23.06,4.3,,
W1509,2020,WithCubs,-23.21,4.38,,
W2106,2020,WithCubs,-23.71,4.27,,
W2013,2020,WithMother,-23.4,4.11,,
W2014,2020,WithMother,-23.29,4.48,,
W2015,2020,WithMother,-22.77,3.26,,
W2110,2020,WithMother,-23.51,4.91,,
W2111,2020,WithMother,-23.51,4.64,,
W2116,2020,WithMother,-23.17,5.03,,
W2118,2020,WithMother,-22.91,3.38,,
