BearID,year.represent,sex,birth,age,reprostatus.represent,C13,N15,weight,headcirc,Cmonth,Prop_Ants,Prop_Moose,Prop_BilBerry
W9903,2013,F,2005,16,WithCubs,-22.98,3.97,82,59,4,0.029,0.024,0.61
W0104,2014,F,2000,15,WithCubs,-23.19,4.15,83.6,59,4,0.038,0.031,0.584
W0611,2014,F,2005,10,WithCubs,NA,NA,NA,NA,13,0.038,0.031,0.584
W0620,2014,F,2005,10,WithCubs,-23.22,4.85,106.5,63,4,0.038,0.031,0.584
W0713,2014,F,2006,9,WithCubs,-23.17,4.68,62.8,56.5,4,0.038,0.031,0.584
W0720,2014,F,2000,15,WithCubs,-22.97,4.48,76.6,59,4,0.038,0.031,0.584
W9403,2014,F,1993,22,WithCubs,NA,NA,NA,NA,13,0.038,0.031,0.584
W0104,2015,F,2000,16,WithCubs,-23.38,4.4,102,59,5,0.032,0.028,0.727
W0425,2015,F,2000,16,WithCubs,NA,NA,NA,NA,13,0.032,0.028,0.727
W0605,2015,F,2005,11,WithCubs,-23.55,4.49,80.8,58,5,0.032,0.028,0.727
W0621,2015,F,2005,11,WithCubs,-23.12,4.42,93,62,5,0.032,0.028,0.727
W0623,2015,F,2005,11,WithCubs,-23.63,3.91,88,64,5,0.032,0.028,0.727
W0706,2015,F,2006,10,WithCubs,-23.3,4.63,83.6,59,5,0.032,0.028,0.727
W1017,2015,F,2009,7,WithCubs,-23.07,4.54,86.8,57,5,0.032,0.028,0.727
W1112,2015,F,2010,6,WithCubs,-23.44,4.85,89.6,62,5,0.032,0.028,0.727
W1203,2015,F,2008,8,WithCubs,-23.8,5.17,77.8,56.5,5,0.032,0.028,0.727
W1319,2015,F,2009,7,WithCubs,-23.51,4.36,72.6,57,5,0.032,0.028,0.727
W1417,2015,F,NA,NA,WithCubs,-24.12,4.66,76,55,5,0.032,0.028,0.727
W9903,2015,F,1997,19,WithCubs,NA,NA,NA,NA,13,0.032,0.028,0.727
W0605,2016,F,2005,12,WithCubs,NA,NA,NA,NA,13,0.027,0.022,0.589
W0621,2016,F,2005,12,WithCubs,NA,NA,NA,NA,13,0.027,0.022,0.589
W0720,2016,F,2000,17,WithCubs,NA,NA,NA,NA,13,0.027,0.022,0.589
W1011,2016,F,2009,8,WithCubs,NA,NA,NA,NA,13,0.027,0.022,0.589
W1205,2016,F,2011,6,WithCubs,NA,NA,NA,NA,13,0.027,0.022,0.589
W9403,2016,F,1993,24,WithCubs,NA,NA,NA,NA,13,0.027,0.022,0.589
W0605,2016,F,2005,11,WithCubs,-23.06,4.23,86,60,4,0.027,0.022,0.589
W0621,2016,F,2000,11,WithCubs,-22.68,3.67,82.8,59,5,0.027,0.022,0.589
W0720,2016,F,2009,16,WithCubs,-23.32,4.13,71.4,59,4,0.027,0.022,0.589
W1011,2016,F,2011,7,WithCubs,-22.72,3.96,NA,57,5,0.027,0.022,0.589
W1205,2016,F,NA,5,WithCubs,-23.63,4.28,83,57,4,0.027,0.022,0.589
W1418,2016,F,NA,NA,WithCubs,-23.16,3.89,96.8,60,4,0.027,0.022,0.589
W1508,2016,F,2016,NA,WithCubs,-23.75,4.6,82,58,5,0.027,0.022,0.589
W9403,2016,F,2014,23,WithCubs,-22.93,4.25,90,59,4,0.027,0.022,0.589
W0104,2017,F,2000,18,WithCubs,NA,NA,NA,NA,13,0.028,0.023,0.218
W0219,2017,F,2001,17,WithCubs,NA,NA,NA,NA,13,0.028,0.023,0.218
W0720,2017,F,2000,18,WithCubs,NA,NA,NA,NA,13,0.028,0.023,0.218
W1017,2017,F,2009,9,WithCubs,NA,NA,NA,NA,13,0.028,0.023,0.218
W1203,2017,F,2008,10,WithCubs,NA,NA,NA,NA,13,0.028,0.023,0.218
W1305,2017,F,2012,6,WithCubs,NA,NA,NA,NA,13,0.028,0.023,0.218
W1319,2017,F,2009,9,WithCubs,NA,NA,NA,NA,13,0.028,0.023,0.218
W1408,2017,F,2013,5,WithCubs,NA,NA,NA,NA,13,0.028,0.023,0.218
W9403,2017,F,1993,25,WithCubs,NA,NA,NA,NA,13,0.028,0.023,0.218
W0219,2017,F,2005,16,WithCubs,-23.76,3.62,96.4,62,5,0.028,0.023,0.218
W0623,2017,F,2015,12,WithCubs,-23.31,3.17,88.4,61,5,0.028,0.023,0.218
W0706,2017,F,2000,11,WithCubs,-23.29,3.68,87,61,5,0.028,0.023,0.218
W0720,2017,F,2009,17,WithCubs,-22.99,4.26,87.4,63,4,0.028,0.023,0.218
W1017,2017,F,2008,8,WithCubs,-23.58,4.06,90,59.5,5,0.028,0.023,0.218
W1203,2017,F,2012,9,WithCubs,-19.23,4.47,85.8,58,5,0.028,0.023,0.218
W1310,2017,F,2016,5,WithCubs,-22.92,4.54,87.6,60,5,0.028,0.023,0.218
W1311,2017,F,2009,5,WithCubs,-23.16,3.56,73,58,5,0.028,0.023,0.218
W1417,2017,F,NA,NA,WithCubs,-22.91,3.51,76,60,5,0.028,0.023,0.218
W1418,2017,F,NA,NA,WithCubs,-22.98,3.94,95,61,5,0.028,0.023,0.218
W1505,2017,F,2016,NA,WithCubs,-22.72,4.07,111,64,4,0.028,0.023,0.218
W9403,2017,F,2000,24,WithCubs,-23.09,4.3,108.4,64,5,0.028,0.023,0.218
W0104,2018,F,2005,18,WithCubs,-22.47,4.21,103.2,62,4,0.033,0.026,0.414
W0605,2018,F,NA,13,WithCubs,-22.41,4.27,82,58.5,5,0.033,0.026,0.414
W0623,2018,F,2006,13,WithCubs,-22.58,4.07,95.6,62,5,0.033,0.026,0.414
W0706,2018,F,2009,12,WithCubs,-22.69,4.11,NA,62,5,0.033,0.026,0.414
W1011,2018,F,2008,9,WithCubs,-23.45,4.36,92.8,60.5,5,0.033,0.026,0.414
W1203,2018,F,NA,10,WithCubs,-22.63,3.69,NA,63,5,0.033,0.026,0.414
W1205,2018,F,NA,7,WithCubs,-23.13,4.64,94.4,60,5,0.033,0.026,0.414
W1417,2018,M,2017,NA,WithCubs,-22.73,4.35,NA,61,5,0.033,0.026,0.414
W0605,2019,F,2008,14,WithCubs,-22.52,4.53,82.5,59,4,0.037,0.031,0.524
W1203,2019,F,2011,11,WithCubs,-22.73,4.08,105,61,4,0.037,0.031,0.524
W1205,2019,F,2012,8,WithCubs,-23.04,5.3,100,59,4,0.037,0.031,0.524
W1304,2019,F,2012,7,WithCubs,-23,4.01,66,53,4,0.037,0.031,0.524
W1310,2019,F,2012,7,WithCubs,-22.8,4.6,97.4,60,5,0.037,0.031,0.524
W1311,2019,F,2009,7,WithCubs,-22.55,4.68,74,58,5,0.037,0.031,0.524
W1319,2019,F,NA,10,WithCubs,-22.84,3.63,80,57,4,0.037,0.031,0.524
W1417,2019,F,NA,NA,WithCubs,-22.75,3.92,78,57.5,5,0.037,0.031,0.524
W1418,2019,F,NA,NA,WithCubs,-23.12,6,96.5,59,4,0.037,0.031,0.524
W1505,2019,F,2015,NA,WithCubs,-23.52,4.68,102,58,4,0.037,0.031,0.524
W1609,2019,M,2018,4,WithCubs,-22.97,3.91,90,59,5,0.037,0.031,0.524
W1203,2020,F,2009,12,WithCubs,-23.12,4.17,NA,59,5,0.031,0.025,0.581
W1319,2020,M,2015,11,WithCubs,-23.06,4.3,NA,NA,4,0.031,0.025,0.581
W1509,2020,M,2012,6,WithCubs,-23.21,4.38,61.2,54,5,0.031,0.025,0.581
W2106,2020,F,2020,6,WithCubs,-23.71,4.27,89,58,4,0.031,0.025,0.581
